dataset,snapshot,query_id,policy,batch,accesses,dense,sparse,before,k
nfcorpus,0,PLAIN-2051,balanced,1,61,31,30,9,10
nfcorpus,0,PLAIN-2051,balanced,1,63,32,31,10,12
nfcorpus,0,PLAIN-2051,balanced,1,73,37,36,12,13
nfcorpus,0,PLAIN-2051,balanced,1,95,48,47,13,14
nfcorpus,0,PLAIN-2051,balanced,1,99,50,49,14,15
nfcorpus,0,PLAIN-2051,balanced,1,103,52,51,15,19
nfcorpus,0,PLAIN-2051,balanced,1,122,61,61,19,20
nfcorpus,0,PLAIN-2051,balanced,1,128,64,64,20,21
nfcorpus,0,PLAIN-2051,balanced,1,130,65,65,21,22
nfcorpus,0,PLAIN-2051,balanced,1,164,82,82,22,24
nfcorpus,0,PLAIN-2051,balanced,1,178,89,89,24,25
nfcorpus,0,PLAIN-2051,balanced,1,184,92,92,25,26
nfcorpus,0,PLAIN-2051,balanced,1,212,106,106,26,27
nfcorpus,0,PLAIN-2051,balanced,1,222,111,111,27,28
nfcorpus,0,PLAIN-2051,balanced,1,234,117,117,28,34
nfcorpus,0,PLAIN-2051,balanced,1,241,121,120,34,35
nfcorpus,0,PLAIN-2051,balanced,1,271,136,135,35,36
nfcorpus,0,PLAIN-2051,balanced,1,335,168,167,36,37
nfcorpus,0,PLAIN-2051,balanced,1,343,172,171,37,39
nfcorpus,0,PLAIN-2051,balanced,1,347,174,173,39,40
nfcorpus,0,PLAIN-2051,balanced,1,359,180,179,40,41
nfcorpus,0,PLAIN-2051,balanced,1,373,187,186,41,42
nfcorpus,0,PLAIN-2051,balanced,1,431,216,215,42,43
nfcorpus,0,PLAIN-2051,balanced,1,511,256,255,43,44
nfcorpus,0,PLAIN-2051,balanced,1,521,261,260,44,45
nfcorpus,0,PLAIN-2051,balanced,1,553,277,276,45,46
nfcorpus,0,PLAIN-2051,balanced,1,575,288,287,46,47
nfcorpus,0,PLAIN-2051,balanced,1,611,306,305,47,48
nfcorpus,0,PLAIN-2051,balanced,1,685,343,342,48,49
nfcorpus,0,PLAIN-2051,balanced,1,861,431,430,49,50
nfcorpus,0,PLAIN-2051,balanced,1,933,467,466,50,51
nfcorpus,0,PLAIN-2051,balanced,1,945,473,472,51,52
nfcorpus,0,PLAIN-2051,balanced,1,959,480,479,52,53
nfcorpus,0,PLAIN-2051,balanced,1,1025,544,481,53,54
nfcorpus,0,PLAIN-2051,balanced,1,1058,577,481,54,55
nfcorpus,0,PLAIN-2051,balanced,1,1105,624,481,55,56
nfcorpus,0,PLAIN-2051,balanced,1,1124,643,481,56,57
nfcorpus,0,PLAIN-2051,balanced,1,1142,661,481,57,58
nfcorpus,0,PLAIN-2051,balanced,1,1269,788,481,58,59
nfcorpus,0,PLAIN-2051,balanced,1,1290,809,481,59,60
nfcorpus,0,PLAIN-2051,balanced,1,1358,877,481,60,86
nfcorpus,0,PLAIN-2051,balanced,1,1396,915,481,86,87
nfcorpus,0,PLAIN-2051,balanced,1,1469,988,481,87,100
nfcorpus,0,PLAIN-2051,dibud,64,128,64,64,0,21
nfcorpus,0,PLAIN-2051,dibud,64,192,64,128,21,22
nfcorpus,0,PLAIN-2051,dibud,64,256,128,128,22,35
nfcorpus,0,PLAIN-2051,dibud,64,320,192,128,35,42
nfcorpus,0,PLAIN-2051,dibud,64,384,256,128,42,43
nfcorpus,0,PLAIN-2051,dibud,64,448,256,192,43,44
nfcorpus,0,PLAIN-2051,dibud,64,512,320,192,44,48
nfcorpus,0,PLAIN-2051,dibud,64,576,384,192,48,49
nfcorpus,0,PLAIN-2051,dibud,64,704,448,256,49,50
nfcorpus,0,PLAIN-2051,dibud,64,768,512,256,50,53
nfcorpus,0,PLAIN-2051,dibud,64,832,576,256,53,54
nfcorpus,0,PLAIN-2051,dibud,64,896,640,256,54,56
nfcorpus,0,PLAIN-2051,dibud,64,960,704,256,56,58
nfcorpus,0,PLAIN-2051,dibud,64,1088,832,256,58,60
nfcorpus,0,PLAIN-2051,dibud,64,1152,896,256,60,70
nfcorpus,0,PLAIN-2051,dibud,64,1216,896,320,70,72
nfcorpus,0,PLAIN-2051,dibud,64,1280,896,384,72,77
nfcorpus,0,PLAIN-2051,dibud,64,1344,896,448,77,84
nfcorpus,0,PLAIN-2051,dibud,64,1377,896,481,84,86
nfcorpus,0,PLAIN-2051,dibud,64,1441,960,481,86,87
nfcorpus,0,PLAIN-2051,dibud,64,1505,1024,481,87,100
nfcorpus,0,PLAIN-2051,balanced,64,128,64,64,0,21
nfcorpus,0,PLAIN-2051,balanced,64,256,128,128,21,35
nfcorpus,0,PLAIN-2051,balanced,64,320,192,128,35,42
nfcorpus,0,PLAIN-2051,balanced,64,448,256,192,42,44
nfcorpus,0,PLAIN-2051,balanced,64,576,320,256,44,48
nfcorpus,0,PLAIN-2051,balanced,64,704,384,320,48,49
nfcorpus,0,PLAIN-2051,balanced,64,832,448,384,49,50
nfcorpus,0,PLAIN-2051,balanced,64,960,512,448,50,53
nfcorpus,0,PLAIN-2051,balanced,64,1088,607,481,53,55
nfcorpus,0,PLAIN-2051,balanced,64,1152,671,481,55,58
nfcorpus,0,PLAIN-2051,balanced,64,1280,799,481,58,59
nfcorpus,0,PLAIN-2051,balanced,64,1344,863,481,59,60
nfcorpus,0,PLAIN-2051,balanced,64,1408,927,481,60,87
nfcorpus,0,PLAIN-2051,balanced,64,1472,991,481,87,100
nfcorpus,0,PLAIN-2061,dibud,1,10,5,5,0,1
nfcorpus,0,PLAIN-2061,dibud,1,12,6,6,1,2
nfcorpus,0,PLAIN-2061,dibud,1,17,9,8,2,4
nfcorpus,0,PLAIN-2061,dibud,1,20,10,10,4,6
nfcorpus,0,PLAIN-2061,dibud,1,72,35,37,6,7
nfcorpus,0,PLAIN-2061,dibud,1,83,41,42,7,8
nfcorpus,0,PLAIN-2061,dibud,1,102,60,42,8,9
nfcorpus,0,PLAIN-2061,dibud,1,107,65,42,9,10
nfcorpus,0,PLAIN-2061,dibud,1,109,67,42,10,11
nfcorpus,0,PLAIN-2061,dibud,1,142,100,42,11,12
nfcorpus,0,PLAIN-2061,dibud,1,151,109,42,12,13
nfcorpus,0,PLAIN-2061,dibud,1,155,113,42,13,14
nfcorpus,0,PLAIN-2061,dibud,1,173,131,42,14,15
nfcorpus,0,PLAIN-2061,dibud,1,221,179,42,15,19
nfcorpus,0,PLAIN-2061,dibud,1,227,185,42,19,20
nfcorpus,0,PLAIN-2061,dibud,1,262,220,42,20,21
nfcorpus,0,PLAIN-2061,dibud,1,297,255,42,21,22
nfcorpus,0,PLAIN-2061,dibud,1,421,379,42,22,23
nfcorpus,0,PLAIN-2061,dibud,1,501,459,42,23,24
nfcorpus,0,PLAIN-2061,dibud,1,612,570,42,24,25
nfcorpus,0,PLAIN-2061,dibud,1,684,642,42,25,26
nfcorpus,0,PLAIN-2061,dibud,1,892,850,42,26,27
nfcorpus,0,PLAIN-2061,dibud,1,1137,1095,42,27,28
nfcorpus,0,PLAIN-2061,dibud,1,1546,1504,42,28,29
nfcorpus,0,PLAIN-2061,dibud,1,1652,1610,42,29,55
nfcorpus,0,PLAIN-2061,dibud,1,1962,1920,42,55,63
nfcorpus,0,PLAIN-2061,dibud,1,1986,1944,42,63,100
nfcorpus,0,PLAIN-2061,balanced,1,10,5,5,0,1
nfcorpus,0,PLAIN-2061,balanced,1,12,6,6,1,2
nfcorpus,0,PLAIN-2061,balanced,1,16,8,8,2,3
nfcorpus,0,PLAIN-2061,balanced,1,17,9,8,3,4
nfcorpus,0,PLAIN-2061,balanced,1,20,10,10,4,6
nfcorpus,0,PLAIN-2061,balanced,1,74,37,37,6,7
nfcorpus,0,PLAIN-2061,balanced,1,84,42,42,7,8
nfcorpus,0,PLAIN-2061,balanced,1,102,60,42,8,9
nfcorpus,0,PLAIN-2061,balanced,1,107,65,42,9,10
nfcorpus,0,PLAIN-2061,balanced,1,109,67,42,10,11
nfcorpus,0,PLAIN-2061,balanced,1,142,100,42,11,12
nfcorpus,0,PLAIN-2061,balanced,1,151,109,42,12,13
nfcorpus,0,PLAIN-2061,balanced,1,155,113,42,13,14
nfcorpus,0,PLAIN-2061,balanced,1,173,131,42,14,15
nfcorpus,0,PLAIN-2061,balanced,1,221,179,42,15,19
nfcorpus,0,PLAIN-2061,balanced,1,227,185,42,19,20
nfcorpus,0,PLAIN-2061,balanced,1,262,220,42,20,21
nfcorpus,0,PLAIN-2061,balanced,1,297,255,42,21,22
nfcorpus,0,PLAIN-2061,balanced,1,421,379,42,22,23
nfcorpus,0,PLAIN-2061,balanced,1,501,459,42,23,24
nfcorpus,0,PLAIN-2061,balanced,1,612,570,42,24,25
nfcorpus,0,PLAIN-2061,balanced,1,684,642,42,25,26
nfcorpus,0,PLAIN-2061,balanced,1,892,850,42,26,27
nfcorpus,0,PLAIN-2061,balanced,1,1137,1095,42,27,28
nfcorpus,0,PLAIN-2061,balanced,1,1546,1504,42,28,29
nfcorpus,0,PLAIN-2061,balanced,1,1652,1610,42,29,55
nfcorpus,0,PLAIN-2061,balanced,1,1962,1920,42,55,63
nfcorpus,0,PLAIN-2061,balanced,1,1986,1944,42,63,100
nfcorpus,0,PLAIN-2061,dibud,64,106,64,42,0,9
nfcorpus,0,PLAIN-2061,dibud,64,128,86,42,9,11
nfcorpus,0,PLAIN-2061,dibud,64,192,150,42,11,15
nfcorpus,0,PLAIN-2061,dibud,64,256,214,42,15,20
nfcorpus,0,PLAIN-2061,dibud,64,320,278,42,20,22
nfcorpus,0,PLAIN-2061,dibud,64,448,406,42,22,23
nfcorpus,0,PLAIN-2061,dibud,64,512,470,42,23,24
nfcorpus,0,PLAIN-2061,dibud,64,640,598,42,24,25
nfcorpus,0,PLAIN-2061,dibud,64,704,662,42,25,26
nfcorpus,0,PLAIN-2061,dibud,64,896,854,42,26,27
nfcorpus,0,PLAIN-2061,dibud,64,1152,1110,42,27,28
nfcorpus,0,PLAIN-2061,dibud,64,1600,1558,42,28,29
nfcorpus,0,PLAIN-2061,dibud,64,1664,1622,42,29,55
nfcorpus,0,PLAIN-2061,dibud,64,1984,1942,42,55,63
nfcorpus,0,PLAIN-2061,dibud,64,2048,2006,42,63,100
nfcorpus,0,PLAIN-2061,balanced,64,106,64,42,0,9
nfcorpus,0,PLAIN-2061,balanced,64,128,86,42,9,11
nfcorpus,0,PLAIN-2061,balanced,64,192,150,42,11,15
nfcorpus,0,PLAIN-2061,balanced,64,256,214,42,15,20
nfcorpus,0,PLAIN-2061,balanced,64,320,278,42,20,22
nfcorpus,0,PLAIN-2061,balanced,64,448,406,42,22,23
nfcorpus,0,PLAIN-2061,balanced,64,512,470,42,23,24
nfcorpus,0,PLAIN-2061,balanced,64,640,598,42,24,25
nfcorpus,0,PLAIN-2061,balanced,64,704,662,42,25,26
nfcorpus,0,PLAIN-2061,balanced,64,896,854,42,26,27
nfcorpus,0,PLAIN-2061,balanced,64,1152,1110,42,27,28
nfcorpus,0,PLAIN-2061,balanced,64,1600,1558,42,28,29
nfcorpus,0,PLAIN-2061,balanced,64,1664,1622,42,29,55
nfcorpus,0,PLAIN-2061,balanced,64,1984,1942,42,55,63
nfcorpus,0,PLAIN-2061,balanced,64,2048,2006,42,63,100
nfcorpus,0,PLAIN-207,dibud,1,10,5,5,0,1
nfcorpus,0,PLAIN-207,dibud,1,14,8,6,1,2
nfcorpus,0,PLAIN-207,dibud,1,15,8,7,2,3
nfcorpus,0,PLAIN-207,dibud,1,17,9,8,3,4
nfcorpus,0,PLAIN-207,dibud,1,25,13,12,4,5
nfcorpus,0,PLAIN-207,dibud,1,26,14,12,5,6
nfcorpus,0,PLAIN-207,dibud,1,33,19,14,6,7
nfcorpus,0,PLAIN-207,dibud,1,39,22,17,7,8
nfcorpus,0,PLAIN-207,dibud,1,44,22,22,8,9
nfcorpus,0,PLAIN-207,dibud,1,50,25,25,9,10
nfcorpus,0,PLAIN-207,dibud,1,52,26,26,10,11
nfcorpus,0,PLAIN-207,dibud,1,55,28,27,11,12
nfcorpus,0,PLAIN-207,dibud,1,58,28,30,12,14
nfcorpus,0,PLAIN-207,dibud,1,60,28,32,14,15
nfcorpus,0,PLAIN-207,dibud,1,100,46,54,15,16
nfcorpus,0,PLAIN-207,dibud,1,102,47,55,16,17
nfcorpus,0,PLAIN-207,dibud,1,111,51,60,17,18
nfcorpus,0,PLAIN-207,dibud,1,116,53,63,18,19
nfcorpus,0,PLAIN-207,dibud,1,131,60,71,19,20
nfcorpus,0,PLAIN-207,dibud,1,142,65,77,20,21
nfcorpus,0,PLAIN-207,dibud,1,151,69,82,21,22
nfcorpus,0,PLAIN-207,dibud,1,166,76,90,22,23
nfcorpus,0,PLAIN-207,dibud,1,168,76,92,23,24
nfcorpus,0,PLAIN-207,dibud,1,183,76,107,24,25
nfcorpus,0,PLAIN-207,dibud,1,196,76,120,25,26
nfcorpus,0,PLAIN-207,dibud,1,223,77,146,26,27
nfcorpus,0,PLAIN-207,dibud,1,224,77,147,27,28
nfcorpus,0,PLAIN-207,dibud,1,230,79,151,28,29
nfcorpus,0,PLAIN-207,dibud,1,259,88,171,29,30
nfcorpus,0,PLAIN-207,dibud,1,265,89,176,30,31
nfcorpus,0,PLAIN-207,dibud,1,267,91,176,31,32
nfcorpus,0,PLAIN-207,dibud,1,309,133,176,32,33
nfcorpus,0,PLAIN-207,dibud,1,328,152,176,33,34
nfcorpus,0,PLAIN-207,dibud,1,342,166,176,34,35
nfcorpus,0,PLAIN-207,dibud,1,351,175,176,35,36
nfcorpus,0,PLAIN-207,dibud,1,357,181,176,36,37
nfcorpus,0,PLAIN-207,dibud,1,361,185,176,37,38
nfcorpus,0,PLAIN-207,dibud,1,365,189,176,38,39
nfcorpus,0,PLAIN-207,dibud,1,369,193,176,39,40
nfcorpus,0,PLAIN-207,dibud,1,371,195,176,40,41
nfcorpus,0,PLAIN-207,dibud,1,377,201,176,41,42
nfcorpus,0,PLAIN-207,dibud,1,392,212,180,42,43
nfcorpus,0,PLAIN-207,dibud,1,394,213,181,43,44
nfcorpus,0,PLAIN-207,dibud,1,441,240,201,44,45
nfcorpus,0,PLAIN-207,dibud,1,469,256,213,45,46
nfcorpus,0,PLAIN-207,dibud,1,476,260,216,46,47
nfcorpus,0,PLAIN-207,dibud,1,493,270,223,47,48
nfcorpus,0,PLAIN-207,dibud,1,516,283,233,48,49
nfcorpus,0,PLAIN-207,dibud,1,519,285,234,49,50
nfcorpus,0,PLAIN-207,dibud,1,539,296,243,50,51
nfcorpus,0,PLAIN-207,dibud,1,567,313,254,51,52
nfcorpus,0,PLAIN-207,dibud,1,584,323,261,52,53
nfcorpus,0,PLAIN-207,dibud,1,596,330,266,53,54
nfcorpus,0,PLAIN-207,dibud,1,602,333,269,54,55
nfcorpus,0,PLAIN-207,dibud,1,616,341,275,55,56
nfcorpus,0,PLAIN-207,dibud,1,617,342,275,56,57
nfcorpus,0,PLAIN-207,dibud,1,618,343,275,57,58
nfcorpus,0,PLAIN-207,dibud,1,780,455,325,58,59
nfcorpus,0,PLAIN-207,dibud,1,792,463,329,59,60
nfcorpus,0,PLAIN-207,dibud,1,859,506,353,60,61
nfcorpus,0,PLAIN-207,dibud,1,1063,642,421,61,62
nfcorpus,0,PLAIN-207,dibud,1,1068,647,421,62,100
nfcorpus,0,PLAIN-207,balanced,1,10,5,5,0,1
nfcorpus,0,PLAIN-207,balanced,1,15,8,7,1,3
nfcorpus,0,PLAIN-207,balanced,1,17,9,8,3,4
nfcorpus,0,PLAIN-207,balanced,1,25,13,12,4,5
nfcorpus,0,PLAIN-207,balanced,1,27,14,13,5,6
nfcorpus,0,PLAIN-207,balanced,1,37,19,18,6,7
nfcorpus,0,PLAIN-207,balanced,1,43,22,21,7,8
nfcorpus,0,PLAIN-207,balanced,1,44,22,22,8,9
nfcorpus,0,PLAIN-207,balanced,1,50,25,25,9,10
nfcorpus,0,PLAIN-207,balanced,1,52,26,26,10,11
nfcorpus,0,PLAIN-207,balanced,1,55,28,27,11,12
nfcorpus,0,PLAIN-207,balanced,1,60,30,30,12,14
nfcorpus,0,PLAIN-207,balanced,1,64,32,32,14,15
nfcorpus,0,PLAIN-207,balanced,1,108,54,54,15,16
nfcorpus,0,PLAIN-207,balanced,1,110,55,55,16,17
nfcorpus,0,PLAIN-207,balanced,1,120,60,60,17,18
nfcorpus,0,PLAIN-207,balanced,1,126,63,63,18,19
nfcorpus,0,PLAIN-207,balanced,1,142,71,71,19,20
nfcorpus,0,PLAIN-207,balanced,1,154,77,77,20,21
nfcorpus,0,PLAIN-207,balanced,1,164,82,82,21,22
nfcorpus,0,PLAIN-207,balanced,1,180,90,90,22,23
nfcorpus,0,PLAIN-207,balanced,1,184,92,92,23,24
nfcorpus,0,PLAIN-207,balanced,1,214,107,107,24,25
nfcorpus,0,PLAIN-207,balanced,1,240,120,120,25,26
nfcorpus,0,PLAIN-207,balanced,1,292,146,146,26,27
nfcorpus,0,PLAIN-207,balanced,1,294,147,147,27,28
nfcorpus,0,PLAIN-207,balanced,1,302,151,151,28,29
nfcorpus,0,PLAIN-207,balanced,1,342,171,171,29,30
nfcorpus,0,PLAIN-207,balanced,1,352,176,176,30,36
nfcorpus,0,PLAIN-207,balanced,1,361,181,180,36,37
nfcorpus,0,PLAIN-207,balanced,1,369,185,184,37,38
nfcorpus,0,PLAIN-207,balanced,1,377,189,188,38,39
nfcorpus,0,PLAIN-207,balanced,1,385,193,192,39,40
nfcorpus,0,PLAIN-207,balanced,1,389,195,194,40,41
nfcorpus,0,PLAIN-207,balanced,1,401,201,200,41,42
nfcorpus,0,PLAIN-207,balanced,1,423,212,211,42,43
nfcorpus,0,PLAIN-207,balanced,1,425,213,212,43,44
nfcorpus,0,PLAIN-207,balanced,1,479,240,239,44,45
nfcorpus,0,PLAIN-207,balanced,1,511,256,255,45,46
nfcorpus,0,PLAIN-207,balanced,1,519,260,259,46,47
nfcorpus,0,PLAIN-207,balanced,1,539,270,269,47,48
nfcorpus,0,PLAIN-207,balanced,1,565,283,282,48,49
nfcorpus,0,PLAIN-207,balanced,1,569,285,284,49,50
nfcorpus,0,PLAIN-207,balanced,1,591,296,295,50,51
nfcorpus,0,PLAIN-207,balanced,1,625,313,312,51,52
nfcorpus,0,PLAIN-207,balanced,1,645,323,322,52,53
nfcorpus,0,PLAIN-207,balanced,1,659,330,329,53,54
nfcorpus,0,PLAIN-207,balanced,1,665,333,332,54,55
nfcorpus,0,PLAIN-207,balanced,1,681,341,340,55,56
nfcorpus,0,PLAIN-207,balanced,1,683,342,341,56,57
nfcorpus,0,PLAIN-207,balanced,1,685,343,342,57,58
nfcorpus,0,PLAIN-207,balanced,1,909,455,454,58,59
nfcorpus,0,PLAIN-207,balanced,1,925,463,462,59,60
nfcorpus,0,PLAIN-207,balanced,1,1011,506,505,60,61
nfcorpus,0,PLAIN-207,balanced,1,1190,642,548,61,62
nfcorpus,0,PLAIN-207,balanced,1,1195,647,548,62,100
nfcorpus,0,PLAIN-207,dibud,64,128,64,64,0,19
nfcorpus,0,PLAIN-207,dibud,64,192,64,128,19,20
nfcorpus,0,PLAIN-207,dibud,64,256,128,128,20,26
nfcorpus,0,PLAIN-207,dibud,64,320,128,192,26,32
nfcorpus,0,PLAIN-207,dibud,64,384,192,192,32,39
nfcorpus,0,PLAIN-207,dibud,64,448,256,192,39,44
nfcorpus,0,PLAIN-207,dibud,64,512,256,256,44,46
nfcorpus,0,PLAIN-207,dibud,64,576,320,256,46,52
nfcorpus,0,PLAIN-207,dibud,64,704,384,320,52,58
nfcorpus,0,PLAIN-207,dibud,64,896,512,384,58,61
nfcorpus,0,PLAIN-207,dibud,64,1152,704,448,61,100
nfcorpus,0,PLAIN-207,balanced,64,128,64,64,0,19
nfcorpus,0,PLAIN-207,balanced,64,256,128,128,19,26
nfcorpus,0,PLAIN-207,balanced,64,384,192,192,26,39
nfcorpus,0,PLAIN-207,balanced,64,448,256,192,39,44
nfcorpus,0,PLAIN-207,balanced,64,512,256,256,44,46
nfcorpus,0,PLAIN-207,balanced,64,576,320,256,46,52
nfcorpus,0,PLAIN-207,balanced,64,704,384,320,52,58
nfcorpus,0,PLAIN-207,balanced,64,960,512,448,58,61
nfcorpus,0,PLAIN-207,balanced,64,1252,704,548,61,100
nfcorpus,0,PLAIN-2071,dibud,1,4,2,2,0,2
nfcorpus,0,PLAIN-2071,dibud,1,6,3,3,2,3
nfcorpus,0,PLAIN-2071,dibud,1,10,5,5,3,4
nfcorpus,0,PLAIN-2071,dibud,1,13,7,6,4,5
nfcorpus,0,PLAIN-2071,dibud,1,23,12,11,5,6
nfcorpus,0,PLAIN-2071,dibud,1,27,14,13,6,7
nfcorpus,0,PLAIN-2071,dibud,1,37,19,18,7,8
nfcorpus,0,PLAIN-2071,dibud,1,41,21,20,8,9
nfcorpus,0,PLAIN-2071,dibud,1,44,23,21,9,10
nfcorpus,0,PLAIN-2071,dibud,1,45,24,21,10,11
nfcorpus,0,PLAIN-2071,dibud,1,51,30,21,11,12
nfcorpus,0,PLAIN-2071,dibud,1,52,31,21,12,14
nfcorpus,0,PLAIN-2071,dibud,1,106,85,21,14,16
nfcorpus,0,PLAIN-2071,dibud,1,113,92,21,16,17
nfcorpus,0,PLAIN-2071,dibud,1,158,137,21,17,18
nfcorpus,0,PLAIN-2071,dibud,1,255,234,21,18,19
nfcorpus,0,PLAIN-2071,dibud,1,324,303,21,19,20
nfcorpus,0,PLAIN-2071,dibud,1,496,475,21,20,21
nfcorpus,0,PLAIN-2071,dibud,1,1256,1235,21,21,22
nfcorpus,0,PLAIN-2071,dibud,1,1453,1432,21,22,100
nfcorpus,0,PLAIN-2071,balanced,1,4,2,2,0,2
nfcorpus,0,PLAIN-2071,balanced,1,6,3,3,2,3
nfcorpus,0,PLAIN-2071,balanced,1,10,5,5,3,4
nfcorpus,0,PLAIN-2071,balanced,1,12,6,6,4,5
nfcorpus,0,PLAIN-2071,balanced,1,23,12,11,5,6
nfcorpus,0,PLAIN-2071,balanced,1,27,14,13,6,7
nfcorpus,0,PLAIN-2071,balanced,1,37,19,18,7,8
nfcorpus,0,PLAIN-2071,balanced,1,41,21,20,8,9
nfcorpus,0,PLAIN-2071,balanced,1,44,23,21,9,10
nfcorpus,0,PLAIN-2071,balanced,1,45,24,21,10,11
nfcorpus,0,PLAIN-2071,balanced,1,51,30,21,11,12
nfcorpus,0,PLAIN-2071,balanced,1,52,31,21,12,14
nfcorpus,0,PLAIN-2071,balanced,1,106,85,21,14,16
nfcorpus,0,PLAIN-2071,balanced,1,113,92,21,16,17
nfcorpus,0,PLAIN-2071,balanced,1,158,137,21,17,18
nfcorpus,0,PLAIN-2071,balanced,1,255,234,21,18,19
nfcorpus,0,PLAIN-2071,balanced,1,324,303,21,19,20
nfcorpus,0,PLAIN-2071,balanced,1,496,475,21,20,21
nfcorpus,0,PLAIN-2071,balanced,1,1256,1235,21,21,22
nfcorpus,0,PLAIN-2071,balanced,1,1453,1432,21,22,100
nfcorpus,0,PLAIN-2071,dibud,64,85,64,21,0,14
nfcorpus,0,PLAIN-2071,dibud,64,128,107,21,14,17
nfcorpus,0,PLAIN-2071,dibud,64,192,171,21,17,18
nfcorpus,0,PLAIN-2071,dibud,64,256,235,21,18,19
nfcorpus,0,PLAIN-2071,dibud,64,384,363,21,19,20
nfcorpus,0,PLAIN-2071,dibud,64,512,491,21,20,21
nfcorpus,0,PLAIN-2071,dibud,64,1280,1259,21,21,22
nfcorpus,0,PLAIN-2071,dibud,64,1472,1451,21,22,100
nfcorpus,0,PLAIN-2071,balanced,64,85,64,21,0,14
nfcorpus,0,PLAIN-2071,balanced,64,128,107,21,14,17
nfcorpus,0,PLAIN-2071,balanced,64,192,171,21,17,18
nfcorpus,0,PLAIN-2071,balanced,64,256,235,21,18,19
nfcorpus,0,PLAIN-2071,balanced,64,384,363,21,19,20
nfcorpus,0,PLAIN-2071,balanced,64,512,491,21,20,21
nfcorpus,0,PLAIN-2071,balanced,64,1280,1259,21,21,22
nfcorpus,0,PLAIN-2071,balanced,64,1472,1451,21,22,100
nfcorpus,0,PLAIN-2081,dibud,1,7,3,4,0,1
nfcorpus,0,PLAIN-2081,dibud,1,17,8,9,1,2
nfcorpus,0,PLAIN-2081,dibud,1,42,20,22,2,3
nfcorpus,0,PLAIN-2081,dibud,1,44,21,23,3,4
nfcorpus,0,PLAIN-2081,dibud,1,75,36,39,4,5
nfcorpus,0,PLAIN-2081,dibud,1,226,109,117,5,6
nfcorpus,0,PLAIN-2081,dibud,1,322,154,168,6,7
nfcorpus,0,PLAIN-2081,dibud,1,337,161,176,7,8
nfcorpus,0,PLAIN-2081,dibud,1,540,277,263,8,9
nfcorpus,0,PLAIN-2081,dibud,1,567,304,263,9,10
nfcorpus,0,PLAIN-2081,dibud,1,739,476,263,10,12
nfcorpus,0,PLAIN-2081,dibud,1,740,477,263,12,13
nfcorpus,0,PLAIN-2081,dibud,1,1164,901,263,13,14
nfcorpus,0,PLAIN-2081,dibud,1,1505,1242,263,14,15
nfcorpus,0,PLAIN-2081,dibud,1,1633,1370,263,15,18
nfcorpus,0,PLAIN-2081,dibud,1,1786,1523,263,18,19
nfcorpus,0,PLAIN-2081,dibud,1,1991,1728,263,19,20
nfcorpus,0,PLAIN-2081,dibud,1,2133,1870,263,20,21
nfcorpus,0,PLAIN-2081,dibud,1,2315,2052,263,21,22
nfcorpus,0,PLAIN-2081,dibud,1,3213,2950,263,22,47
nfcorpus,0,PLAIN-2081,dibud,1,3403,3140,263,47,48
nfcorpus,0,PLAIN-2081,dibud,1,3621,3358,263,48,90
nfcorpus,0,PLAIN-2081,dibud,1,3841,3578,263,90,100
nfcorpus,0,PLAIN-2081,balanced,1,5,3,2,0,1
nfcorpus,0,PLAIN-2081,balanced,1,18,9,9,1,2
nfcorpus,0,PLAIN-2081,balanced,1,44,22,22,2,3
nfcorpus,0,PLAIN-2081,balanced,1,46,23,23,3,4
nfcorpus,0,PLAIN-2081,balanced,1,78,39,39,4,5
nfcorpus,0,PLAIN-2081,balanced,1,234,117,117,5,6
nfcorpus,0,PLAIN-2081,balanced,1,336,168,168,6,7
nfcorpus,0,PLAIN-2081,balanced,1,352,176,176,7,8
nfcorpus,0,PLAIN-2081,balanced,1,540,277,263,8,9
nfcorpus,0,PLAIN-2081,balanced,1,567,304,263,9,10
nfcorpus,0,PLAIN-2081,balanced,1,739,476,263,10,12
nfcorpus,0,PLAIN-2081,balanced,1,740,477,263,12,13
nfcorpus,0,PLAIN-2081,balanced,1,1164,901,263,13,14
nfcorpus,0,PLAIN-2081,balanced,1,1505,1242,263,14,15
nfcorpus,0,PLAIN-2081,balanced,1,1633,1370,263,15,18
nfcorpus,0,PLAIN-2081,balanced,1,1786,1523,263,18,19
nfcorpus,0,PLAIN-2081,balanced,1,1991,1728,263,19,20
nfcorpus,0,PLAIN-2081,balanced,1,2133,1870,263,20,21
nfcorpus,0,PLAIN-2081,balanced,1,2315,2052,263,21,22
nfcorpus,0,PLAIN-2081,balanced,1,3213,2950,263,22,47
nfcorpus,0,PLAIN-2081,balanced,1,3403,3140,263,47,48
nfcorpus,0,PLAIN-2081,balanced,1,3621,3358,263,48,90
nfcorpus,0,PLAIN-2081,balanced,1,3841,3578,263,90,100
nfcorpus,0,PLAIN-2081,dibud,64,128,64,64,0,5
nfcorpus,0,PLAIN-2081,dibud,64,256,128,128,5,6
nfcorpus,0,PLAIN-2081,dibud,64,384,192,192,6,8
nfcorpus,0,PLAIN-2081,dibud,64,583,320,263,8,10
nfcorpus,0,PLAIN-2081,dibud,64,775,512,263,10,13
nfcorpus,0,PLAIN-2081,dibud,64,1216,953,263,13,14
nfcorpus,0,PLAIN-2081,dibud,64,1536,1273,263,14,15
