dataset,query_id,dense_to_sparse_cost_ratio,policy,base_budget,target_cost,charged_cost,dense_depth,sparse_depth,dense_cost_share,certified_k_cap100,next_certificate_gap
msmarco-passage-trec-dl-2019,131843,0.25,cost-balanced,128,80.0,80.0,64,64,0.2,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.25,cost-balanced,256,160.0,160.0,320,80,0.5,8,-0.0002729985862970352
msmarco-passage-trec-dl-2019,131843,0.25,cost-balanced,512,320.0,320.0,640,160,0.5,9,-0.0005496218800544739
msmarco-passage-trec-dl-2019,131843,0.25,cost-balanced,1024,640.0,640.0,1216,336,0.475,10,-0.002324787899851799
msmarco-passage-trec-dl-2019,131843,0.25,cost-balanced,2048,1280.0,1280.0,2496,656,0.4875,10,-0.0011961832642555237
msmarco-passage-trec-dl-2019,131843,0.25,cost-balanced,4096,2560.0,2560.0,5000,1310,0.48828125,10,-0.0005294624716043472
msmarco-passage-trec-dl-2019,131843,0.25,cost-balanced,8192,5120.0,5120.0,5000,3870,0.244140625,10,-5.398876965045929e-05
msmarco-passage-trec-dl-2019,131843,0.25,cost-balanced,10000,6250.0,6250.0,5000,5000,0.2,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.25,upper-per-cost,128,80.0,80.0,128,48,0.4,7,-0.000154079869389534
msmarco-passage-trec-dl-2019,131843,0.25,upper-per-cost,256,160.0,160.0,192,112,0.3,9,-0.0018181204795837402
msmarco-passage-trec-dl-2019,131843,0.25,upper-per-cost,512,320.0,320.0,448,208,0.35,10,-0.003530878573656082
msmarco-passage-trec-dl-2019,131843,0.25,upper-per-cost,1024,640.0,640.0,896,416,0.35,10,-0.0019003767520189285
msmarco-passage-trec-dl-2019,131843,0.25,upper-per-cost,2048,1280.0,1280.0,1728,848,0.3375,10,-0.000900857150554657
msmarco-passage-trec-dl-2019,131843,0.25,upper-per-cost,4096,2560.0,2560.0,3456,1696,0.3375,10,-0.00036901235580444336
msmarco-passage-trec-dl-2019,131843,0.25,upper-per-cost,8192,5120.0,5120.0,4992,3872,0.24375,10,-5.385838449001312e-05
msmarco-passage-trec-dl-2019,131843,0.25,upper-per-cost,10000,6250.0,6250.0,5000,5000,0.2,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.25,blocker-per-cost,128,80.0,80.0,64,64,0.2,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.25,blocker-per-cost,256,160.0,160.0,128,128,0.2,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.25,blocker-per-cost,512,320.0,320.0,256,256,0.2,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,0.25,blocker-per-cost,1024,640.0,640.0,512,512,0.2,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,0.25,blocker-per-cost,2048,1280.0,1280.0,1024,1024,0.2,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,0.25,blocker-per-cost,4096,2560.0,2560.0,2048,2048,0.2,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,0.25,blocker-per-cost,8192,5120.0,5120.0,4096,4096,0.2,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,0.25,blocker-per-cost,10000,6250.0,6250.0,5000,5000,0.2,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.25,pressure-per-cost,128,80.0,80.0,64,64,0.2,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.25,pressure-per-cost,256,160.0,160.0,128,128,0.2,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.25,pressure-per-cost,512,320.0,320.0,320,240,0.25,10,-0.003333332948386669
msmarco-passage-trec-dl-2019,131843,0.25,pressure-per-cost,1024,640.0,640.0,640,480,0.25,10,-0.0016513876616954803
msmarco-passage-trec-dl-2019,131843,0.25,pressure-per-cost,2048,1280.0,1280.0,1472,912,0.2875,10,-0.0008283425122499466
msmarco-passage-trec-dl-2019,131843,0.25,pressure-per-cost,4096,2560.0,2560.0,2688,1888,0.2625,10,-0.0003128834068775177
msmarco-passage-trec-dl-2019,131843,0.25,pressure-per-cost,8192,5120.0,5120.0,4992,3872,0.24375,10,-5.385838449001312e-05
msmarco-passage-trec-dl-2019,131843,0.25,pressure-per-cost,10000,6250.0,6250.0,5000,5000,0.2,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.25,candidate-per-cost,128,80.0,80.0,64,64,0.2,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.25,candidate-per-cost,256,160.0,160.0,128,128,0.2,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.25,candidate-per-cost,512,320.0,320.0,384,224,0.3,10,-0.0033206623047590256
msmarco-passage-trec-dl-2019,131843,0.25,candidate-per-cost,1024,640.0,640.0,512,512,0.2,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,0.25,candidate-per-cost,2048,1280.0,1280.0,1024,1024,0.2,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,0.25,candidate-per-cost,4096,2560.0,2560.0,2048,2048,0.2,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,0.25,candidate-per-cost,8192,5120.0,5120.0,4096,4096,0.2,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,0.25,candidate-per-cost,10000,6250.0,6250.0,5000,5000,0.2,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.25,allocation-grid-envelope,128,80.0,80.0,120,50,0.375,8,-0.00222104974091053
msmarco-passage-trec-dl-2019,131843,0.25,allocation-grid-envelope,256,160.0,160.0,296,86,0.4625,9,-0.002853481099009514
msmarco-passage-trec-dl-2019,131843,0.25,allocation-grid-envelope,512,320.0,320.0,512,192,0.4,10,-0.003767790272831917
msmarco-passage-trec-dl-2019,131843,0.25,allocation-grid-envelope,1024,640.0,640.0,1280,320,0.5,10,-0.002431115135550499
msmarco-passage-trec-dl-2019,131843,0.25,allocation-grid-envelope,2048,1280.0,1280.0,2560,640,0.5,10,-0.001228107139468193
msmarco-passage-trec-dl-2019,131843,0.25,allocation-grid-envelope,4096,2560.0,2498.0,5000,1248,0.500400320256205,10,-0.0005640611052513123
msmarco-passage-trec-dl-2019,131843,0.25,allocation-grid-envelope,8192,5120.0,2498.0,5000,1248,0.500400320256205,10,-0.0005640611052513123
msmarco-passage-trec-dl-2019,131843,0.25,allocation-grid-envelope,10000,6250.0,6186.0,5000,4936,0.20206918849013902,11,-1.8376857042312622e-05
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,256,192.0,192.0,192,96,0.5,9,-0.0024144239723682404
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,512,384.0,384.0,384,192,0.5,10,-0.003767790272831917
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,1024,768.0,768.0,768,384,0.5,10,-0.0020517874509096146
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,2048,1536.0,1536.0,1536,768,0.5,10,-0.0010072644799947739
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,4096,3072.0,3072.0,3072,1536,0.5,10,-0.0004261024296283722
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,8192,6144.0,6144.0,5000,3644,0.4069010416666667,10,-6.951391696929932e-05
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,256,192.0,192.0,128,128,0.3333333333333333,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,512,384.0,384.0,320,224,0.4166666666666667,10,-0.0035211266949772835
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,10,-0.0017680395394563675
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,10,-0.0008455608040094376
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,10,-0.00033949315547943115
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,10,-6.922334432601929e-05
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,256,192.0,192.0,128,128,0.3333333333333333,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,512,384.0,384.0,256,256,0.3333333333333333,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,1024,768.0,768.0,512,512,0.3333333333333333,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,2048,1536.0,1536.0,1024,1024,0.3333333333333333,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,4096,3072.0,3072.0,2048,2048,0.3333333333333333,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,8192,6144.0,6144.0,4096,4096,0.3333333333333333,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,256,192.0,192.0,128,128,0.3333333333333333,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,512,384.0,384.0,256,256,0.3333333333333333,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,1024,768.0,768.0,576,480,0.375,10,-0.0016513876616954803
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,10,-0.0008455608040094376
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,4096,3072.0,3072.0,2304,1920,0.375,10,-0.0003045853227376938
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,10,-6.922334432601929e-05
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,256,192.0,192.0,128,128,0.3333333333333333,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,512,384.0,384.0,384,192,0.5,10,-0.003767790272831917
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,1024,768.0,768.0,512,512,0.3333333333333333,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,2048,1536.0,1536.0,1024,1024,0.3333333333333333,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,4096,3072.0,3072.0,2048,2048,0.3333333333333333,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,8192,6144.0,6144.0,4096,4096,0.3333333333333333,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,allocation-grid-envelope,128,96.0,96.0,88,52,0.4583333333333333,8,-0.0020587127655744553
msmarco-passage-trec-dl-2019,131843,0.5,allocation-grid-envelope,256,192.0,192.0,192,96,0.5,9,-0.0024144239723682404
msmarco-passage-trec-dl-2019,131843,0.5,allocation-grid-envelope,512,384.0,384.0,384,192,0.5,10,-0.003767790272831917
msmarco-passage-trec-dl-2019,131843,0.5,allocation-grid-envelope,1024,768.0,768.0,768,384,0.5,10,-0.0020517874509096146
msmarco-passage-trec-dl-2019,131843,0.5,allocation-grid-envelope,2048,1536.0,1536.0,1536,768,0.5,10,-0.0010072644799947739
msmarco-passage-trec-dl-2019,131843,0.5,allocation-grid-envelope,4096,3072.0,3072.0,3072,1536,0.5,10,-0.0004261024296283722
msmarco-passage-trec-dl-2019,131843,0.5,allocation-grid-envelope,8192,6144.0,5004.0,5000,2504,0.49960031974420466,10,-0.00018955208361148834
msmarco-passage-trec-dl-2019,131843,0.5,allocation-grid-envelope,10000,7500.0,7436.0,5000,4936,0.33620225927918235,11,-1.8376857042312622e-05
msmarco-passage-trec-dl-2019,131843,1.0,cost-balanced,128,128.0,128.0,64,64,0.5,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,1.0,cost-balanced,256,256.0,256.0,128,128,0.5,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,1.0,cost-balanced,512,512.0,512.0,256,256,0.5,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,1.0,cost-balanced,1024,1024.0,1024.0,512,512,0.5,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,1.0,cost-balanced,2048,2048.0,2048.0,1024,1024,0.5,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,1.0,cost-balanced,4096,4096.0,4096.0,2048,2048,0.5,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,1.0,cost-balanced,8192,8192.0,8192.0,4096,4096,0.5,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,1.0,cost-balanced,10000,10000.0,10000.0,5000,5000,0.5,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,1.0,upper-per-cost,128,128.0,128.0,64,64,0.5,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,1.0,upper-per-cost,256,256.0,256.0,128,128,0.5,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,1.0,upper-per-cost,512,512.0,512.0,256,256,0.5,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,1.0,upper-per-cost,1024,1024.0,1024.0,512,512,0.5,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,1.0,upper-per-cost,2048,2048.0,2048.0,1024,1024,0.5,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,1.0,upper-per-cost,4096,4096.0,4096.0,2048,2048,0.5,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,1.0,upper-per-cost,8192,8192.0,8192.0,4096,4096,0.5,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,1.0,upper-per-cost,10000,10000.0,10000.0,5000,5000,0.5,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,1.0,blocker-per-cost,128,128.0,128.0,64,64,0.5,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,1.0,blocker-per-cost,256,256.0,256.0,128,128,0.5,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,1.0,blocker-per-cost,512,512.0,512.0,256,256,0.5,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,1.0,blocker-per-cost,1024,1024.0,1024.0,512,512,0.5,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,1.0,blocker-per-cost,2048,2048.0,2048.0,1024,1024,0.5,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,1.0,blocker-per-cost,4096,4096.0,4096.0,2048,2048,0.5,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,1.0,blocker-per-cost,8192,8192.0,8192.0,4096,4096,0.5,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,1.0,blocker-per-cost,10000,10000.0,10000.0,5000,5000,0.5,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,1.0,pressure-per-cost,128,128.0,128.0,64,64,0.5,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,1.0,pressure-per-cost,256,256.0,256.0,128,128,0.5,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,1.0,pressure-per-cost,512,512.0,512.0,256,256,0.5,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,1.0,pressure-per-cost,1024,1024.0,1024.0,512,512,0.5,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,1.0,pressure-per-cost,2048,2048.0,2048.0,1024,1024,0.5,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,1.0,pressure-per-cost,4096,4096.0,4096.0,2048,2048,0.5,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,1.0,pressure-per-cost,8192,8192.0,8192.0,4096,4096,0.5,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,1.0,pressure-per-cost,10000,10000.0,10000.0,5000,5000,0.5,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,1.0,candidate-per-cost,128,128.0,128.0,64,64,0.5,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,1.0,candidate-per-cost,256,256.0,256.0,128,128,0.5,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,1.0,candidate-per-cost,512,512.0,512.0,320,192,0.625,10,-0.003968254663050175
msmarco-passage-trec-dl-2019,131843,1.0,candidate-per-cost,1024,1024.0,1024.0,512,512,0.5,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,1.0,candidate-per-cost,2048,2048.0,2048.0,1024,1024,0.5,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,1.0,candidate-per-cost,4096,4096.0,4096.0,2048,2048,0.5,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,1.0,candidate-per-cost,8192,8192.0,8192.0,4096,4096,0.5,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,1.0,candidate-per-cost,10000,10000.0,10000.0,5000,5000,0.5,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,1.0,allocation-grid-envelope,128,128.0,128.0,64,64,0.5,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,1.0,allocation-grid-envelope,256,256.0,256.0,128,128,0.5,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,1.0,allocation-grid-envelope,512,512.0,512.0,256,256,0.5,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,1.0,allocation-grid-envelope,1024,1024.0,1024.0,512,512,0.5,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,1.0,allocation-grid-envelope,2048,2048.0,2048.0,1024,1024,0.5,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,1.0,allocation-grid-envelope,4096,4096.0,4096.0,2048,2048,0.5,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,1.0,allocation-grid-envelope,8192,8192.0,8192.0,4096,4096,0.5,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,1.0,allocation-grid-envelope,10000,10000.0,10000.0,5000,5000,0.5,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,128,192.0,192.0,64,64,0.6666666666666666,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,256,384.0,384.0,128,128,0.6666666666666666,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,512,768.0,768.0,192,384,0.5,10,-0.0037351539358496666
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,1024,1536.0,1536.0,384,768,0.5,10,-0.0020517874509096146
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,2048,3072.0,3072.0,768,1536,0.5,10,-0.0010072644799947739
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,4096,6144.0,6144.0,1536,3072,0.5,10,-0.0004261024296283722
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,8192,12288.0,12288.0,3644,5000,0.5930989583333334,10,-6.951391696929932e-05
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,10000,15000.0,15000.0,5000,5000,0.6666666666666666,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,128,192.0,192.0,64,64,0.6666666666666666,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,256,384.0,384.0,128,128,0.6666666666666666,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,512,768.0,768.0,224,320,0.5833333333333334,10,-0.0032880259677767754
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,1024,1536.0,1536.0,448,640,0.5833333333333334,10,-0.0017680395394563675
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,10,-0.0008455608040094376
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,10,-0.00033949315547943115
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,10,-6.922334432601929e-05
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,2.0,blocker-per-cost,128,192.0,192.0,64,64,0.6666666666666666,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,2.0,blocker-per-cost,256,384.0,384.0,128,128,0.6666666666666666,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,2.0,blocker-per-cost,512,768.0,768.0,256,256,0.6666666666666666,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,2.0,blocker-per-cost,1024,1536.0,1536.0,512,512,0.6666666666666666,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,2.0,blocker-per-cost,2048,3072.0,3072.0,1024,1024,0.6666666666666666,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,2.0,blocker-per-cost,4096,6144.0,6144.0,2048,2048,0.6666666666666666,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,2.0,blocker-per-cost,8192,12288.0,12288.0,4096,4096,0.6666666666666666,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,2.0,blocker-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,2.0,pressure-per-cost,128,192.0,192.0,64,64,0.6666666666666666,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,2.0,pressure-per-cost,256,384.0,384.0,128,128,0.6666666666666666,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,2.0,pressure-per-cost,512,768.0,768.0,224,320,0.5833333333333334,10,-0.0032880259677767754
msmarco-passage-trec-dl-2019,131843,2.0,pressure-per-cost,1024,1536.0,1536.0,448,640,0.5833333333333334,10,-0.0017680395394563675
msmarco-passage-trec-dl-2019,131843,2.0,pressure-per-cost,2048,3072.0,3072.0,960,1152,0.625,10,-0.0007799286395311356
msmarco-passage-trec-dl-2019,131843,2.0,pressure-per-cost,4096,6144.0,6144.0,1920,2304,0.625,10,-0.0003045853227376938
msmarco-passage-trec-dl-2019,131843,2.0,pressure-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,10,-6.922334432601929e-05
msmarco-passage-trec-dl-2019,131843,2.0,pressure-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,2.0,candidate-per-cost,128,192.0,192.0,64,64,0.6666666666666666,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,2.0,candidate-per-cost,256,384.0,384.0,128,128,0.6666666666666666,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,2.0,candidate-per-cost,512,768.0,768.0,288,192,0.75,10,-0.003968254663050175
msmarco-passage-trec-dl-2019,131843,2.0,candidate-per-cost,1024,1536.0,1536.0,512,512,0.6666666666666666,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,2.0,candidate-per-cost,2048,3072.0,3072.0,1024,1024,0.6666666666666666,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,2.0,candidate-per-cost,4096,6144.0,6144.0,2048,2048,0.6666666666666666,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,2.0,candidate-per-cost,8192,12288.0,12288.0,4096,4096,0.6666666666666666,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,2.0,candidate-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,2.0,allocation-grid-envelope,128,192.0,192.0,52,88,0.5416666666666666,8,-0.0020587127655744553
msmarco-passage-trec-dl-2019,131843,2.0,allocation-grid-envelope,256,384.0,384.0,96,192,0.5,9,-0.0061771562322974205
msmarco-passage-trec-dl-2019,131843,2.0,allocation-grid-envelope,512,768.0,768.0,192,384,0.5,10,-0.0037351539358496666
msmarco-passage-trec-dl-2019,131843,2.0,allocation-grid-envelope,1024,1536.0,1536.0,384,768,0.5,10,-0.0020517874509096146
msmarco-passage-trec-dl-2019,131843,2.0,allocation-grid-envelope,2048,3072.0,3072.0,768,1536,0.5,10,-0.0010072644799947739
msmarco-passage-trec-dl-2019,131843,2.0,allocation-grid-envelope,4096,6144.0,6144.0,1536,3072,0.5,10,-0.0004261024296283722
msmarco-passage-trec-dl-2019,131843,2.0,allocation-grid-envelope,8192,12288.0,10008.0,2504,5000,0.5003996802557954,10,-0.00018955208361148834
msmarco-passage-trec-dl-2019,131843,2.0,allocation-grid-envelope,10000,15000.0,14872.0,4936,5000,0.6637977407208177,11,-1.8376857042312622e-05
msmarco-passage-trec-dl-2019,131843,4.0,cost-balanced,128,320.0,320.0,64,64,0.8,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,4.0,cost-balanced,256,640.0,640.0,96,256,0.6,9,-0.0061771562322974205
msmarco-passage-trec-dl-2019,131843,4.0,cost-balanced,512,1280.0,1280.0,160,640,0.5,9,-0.0005496218800544739
msmarco-passage-trec-dl-2019,131843,4.0,cost-balanced,1024,2560.0,2560.0,352,1152,0.55,10,-0.002194085158407688
msmarco-passage-trec-dl-2019,131843,4.0,cost-balanced,2048,5120.0,5120.0,672,2432,0.525,10,-0.0011656563729047775
msmarco-passage-trec-dl-2019,131843,4.0,cost-balanced,4096,10240.0,10240.0,1312,4992,0.5125,10,-0.0005283989012241364
msmarco-passage-trec-dl-2019,131843,4.0,cost-balanced,8192,20480.0,20480.0,3870,5000,0.755859375,10,-5.398876965045929e-05
msmarco-passage-trec-dl-2019,131843,4.0,cost-balanced,10000,25000.0,25000.0,5000,5000,0.8,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,4.0,upper-per-cost,128,320.0,320.0,48,128,0.6,7,-0.000154079869389534
msmarco-passage-trec-dl-2019,131843,4.0,upper-per-cost,256,640.0,640.0,112,192,0.7,9,-0.00558085273951292
msmarco-passage-trec-dl-2019,131843,4.0,upper-per-cost,512,1280.0,1280.0,208,448,0.65,10,-0.003498244099318981
