dataset,query_id,dense_to_sparse_cost_ratio,dense_cost_share,base_budget,target_cost,charged_cost,dense_depth,sparse_depth,certified_k_cap100
msmarco-passage-trec-dl-2019,104861,2.0,0.85,4096,6144.0,6143.0,2611,921,45
msmarco-passage-trec-dl-2019,104861,2.0,0.85,8192,12288.0,12288.0,5000,2288,57
msmarco-passage-trec-dl-2019,104861,2.0,0.85,10000,15000.0,15000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,2.0,0.9,128,192.0,191.0,86,19,0
msmarco-passage-trec-dl-2019,104861,2.0,0.9,256,384.0,382.0,172,38,0
msmarco-passage-trec-dl-2019,104861,2.0,0.9,512,768.0,766.0,345,76,2
msmarco-passage-trec-dl-2019,104861,2.0,0.9,1024,1536.0,1535.0,691,153,8
msmarco-passage-trec-dl-2019,104861,2.0,0.9,2048,3072.0,3071.0,1382,307,25
msmarco-passage-trec-dl-2019,104861,2.0,0.9,4096,6144.0,6142.0,2764,614,45
msmarco-passage-trec-dl-2019,104861,2.0,0.9,8192,12288.0,12288.0,5000,2288,57
msmarco-passage-trec-dl-2019,104861,2.0,0.9,10000,15000.0,15000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,2.0,0.95,128,192.0,191.0,91,9,0
msmarco-passage-trec-dl-2019,104861,2.0,0.95,256,384.0,383.0,182,19,0
msmarco-passage-trec-dl-2019,104861,2.0,0.95,512,768.0,766.0,364,38,0
msmarco-passage-trec-dl-2019,104861,2.0,0.95,1024,1536.0,1534.0,729,76,2
msmarco-passage-trec-dl-2019,104861,2.0,0.95,2048,3072.0,3071.0,1459,153,8
msmarco-passage-trec-dl-2019,104861,2.0,0.95,4096,6144.0,6143.0,2918,307,25
msmarco-passage-trec-dl-2019,104861,2.0,0.95,8192,12288.0,12288.0,5000,2288,57
msmarco-passage-trec-dl-2019,104861,2.0,0.95,10000,15000.0,15000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.05,128,320.0,320.0,4,304,0
msmarco-passage-trec-dl-2019,104861,4.0,0.05,256,640.0,640.0,8,608,0
msmarco-passage-trec-dl-2019,104861,4.0,0.05,512,1280.0,1280.0,16,1216,0
msmarco-passage-trec-dl-2019,104861,4.0,0.05,1024,2560.0,2560.0,32,2432,0
msmarco-passage-trec-dl-2019,104861,4.0,0.05,2048,5120.0,5120.0,64,4864,1
msmarco-passage-trec-dl-2019,104861,4.0,0.05,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.05,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.05,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.1,128,320.0,320.0,8,288,0
msmarco-passage-trec-dl-2019,104861,4.0,0.1,256,640.0,640.0,16,576,0
msmarco-passage-trec-dl-2019,104861,4.0,0.1,512,1280.0,1280.0,32,1152,0
msmarco-passage-trec-dl-2019,104861,4.0,0.1,1024,2560.0,2560.0,64,2304,1
msmarco-passage-trec-dl-2019,104861,4.0,0.1,2048,5120.0,5120.0,128,4608,4
msmarco-passage-trec-dl-2019,104861,4.0,0.1,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.1,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.1,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.15,128,320.0,320.0,12,272,0
msmarco-passage-trec-dl-2019,104861,4.0,0.15,256,640.0,640.0,24,544,0
msmarco-passage-trec-dl-2019,104861,4.0,0.15,512,1280.0,1280.0,48,1088,0
msmarco-passage-trec-dl-2019,104861,4.0,0.15,1024,2560.0,2560.0,96,2176,3
msmarco-passage-trec-dl-2019,104861,4.0,0.15,2048,5120.0,5120.0,192,4352,10
msmarco-passage-trec-dl-2019,104861,4.0,0.15,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.15,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.15,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.2,128,320.0,320.0,16,256,0
msmarco-passage-trec-dl-2019,104861,4.0,0.2,256,640.0,640.0,32,512,0
msmarco-passage-trec-dl-2019,104861,4.0,0.2,512,1280.0,1280.0,64,1024,1
msmarco-passage-trec-dl-2019,104861,4.0,0.2,1024,2560.0,2560.0,128,2048,4
msmarco-passage-trec-dl-2019,104861,4.0,0.2,2048,5120.0,5120.0,256,4096,14
msmarco-passage-trec-dl-2019,104861,4.0,0.2,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.2,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.2,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.25,128,320.0,320.0,20,240,0
msmarco-passage-trec-dl-2019,104861,4.0,0.25,256,640.0,640.0,40,480,0
msmarco-passage-trec-dl-2019,104861,4.0,0.25,512,1280.0,1280.0,80,960,2
msmarco-passage-trec-dl-2019,104861,4.0,0.25,1024,2560.0,2560.0,160,1920,8
msmarco-passage-trec-dl-2019,104861,4.0,0.25,2048,5120.0,5120.0,320,3840,21
msmarco-passage-trec-dl-2019,104861,4.0,0.25,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.25,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.25,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.3,128,320.0,320.0,24,224,0
msmarco-passage-trec-dl-2019,104861,4.0,0.3,256,640.0,640.0,48,448,0
msmarco-passage-trec-dl-2019,104861,4.0,0.3,512,1280.0,1280.0,96,896,3
msmarco-passage-trec-dl-2019,104861,4.0,0.3,1024,2560.0,2560.0,192,1792,10
msmarco-passage-trec-dl-2019,104861,4.0,0.3,2048,5120.0,5120.0,384,3584,23
msmarco-passage-trec-dl-2019,104861,4.0,0.3,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.3,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.3,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.35,128,320.0,320.0,28,208,0
msmarco-passage-trec-dl-2019,104861,4.0,0.35,256,640.0,640.0,56,416,1
msmarco-passage-trec-dl-2019,104861,4.0,0.35,512,1280.0,1280.0,112,832,3
msmarco-passage-trec-dl-2019,104861,4.0,0.35,1024,2560.0,2560.0,224,1664,12
msmarco-passage-trec-dl-2019,104861,4.0,0.35,2048,5120.0,5120.0,448,3328,25
msmarco-passage-trec-dl-2019,104861,4.0,0.35,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.35,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.35,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.4,128,320.0,320.0,32,192,0
msmarco-passage-trec-dl-2019,104861,4.0,0.4,256,640.0,640.0,64,384,1
msmarco-passage-trec-dl-2019,104861,4.0,0.4,512,1280.0,1280.0,128,768,4
msmarco-passage-trec-dl-2019,104861,4.0,0.4,1024,2560.0,2560.0,256,1536,14
msmarco-passage-trec-dl-2019,104861,4.0,0.4,2048,5120.0,5120.0,512,3072,26
msmarco-passage-trec-dl-2019,104861,4.0,0.4,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.4,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.4,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.45,128,320.0,320.0,36,176,0
msmarco-passage-trec-dl-2019,104861,4.0,0.45,256,640.0,640.0,72,352,2
msmarco-passage-trec-dl-2019,104861,4.0,0.45,512,1280.0,1280.0,144,704,6
msmarco-passage-trec-dl-2019,104861,4.0,0.45,1024,2560.0,2560.0,288,1408,21
msmarco-passage-trec-dl-2019,104861,4.0,0.45,2048,5120.0,5120.0,576,2816,29
msmarco-passage-trec-dl-2019,104861,4.0,0.45,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.45,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.45,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.5,128,320.0,320.0,40,160,0
msmarco-passage-trec-dl-2019,104861,4.0,0.5,256,640.0,640.0,80,320,2
msmarco-passage-trec-dl-2019,104861,4.0,0.5,512,1280.0,1280.0,160,640,8
msmarco-passage-trec-dl-2019,104861,4.0,0.5,1024,2560.0,2560.0,320,1280,21
msmarco-passage-trec-dl-2019,104861,4.0,0.5,2048,5120.0,5120.0,640,2560,29
msmarco-passage-trec-dl-2019,104861,4.0,0.5,4096,10240.0,10240.0,1310,5000,35
msmarco-passage-trec-dl-2019,104861,4.0,0.5,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.5,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.55,128,320.0,320.0,44,144,0
msmarco-passage-trec-dl-2019,104861,4.0,0.55,256,640.0,640.0,88,288,3
msmarco-passage-trec-dl-2019,104861,4.0,0.55,512,1280.0,1280.0,176,576,8
msmarco-passage-trec-dl-2019,104861,4.0,0.55,1024,2560.0,2560.0,352,1152,22
msmarco-passage-trec-dl-2019,104861,4.0,0.55,2048,5120.0,5120.0,704,2304,30
msmarco-passage-trec-dl-2019,104861,4.0,0.55,4096,10240.0,10240.0,1408,4608,38
msmarco-passage-trec-dl-2019,104861,4.0,0.55,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.55,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.6,128,320.0,320.0,48,128,0
msmarco-passage-trec-dl-2019,104861,4.0,0.6,256,640.0,640.0,96,256,3
msmarco-passage-trec-dl-2019,104861,4.0,0.6,512,1280.0,1280.0,192,512,10
msmarco-passage-trec-dl-2019,104861,4.0,0.6,1024,2560.0,2560.0,384,1024,23
msmarco-passage-trec-dl-2019,104861,4.0,0.6,2048,5120.0,5120.0,768,2048,31
msmarco-passage-trec-dl-2019,104861,4.0,0.6,4096,10240.0,10240.0,1536,4096,41
msmarco-passage-trec-dl-2019,104861,4.0,0.6,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.6,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.65,128,320.0,320.0,52,112,0
msmarco-passage-trec-dl-2019,104861,4.0,0.65,256,640.0,640.0,104,224,3
msmarco-passage-trec-dl-2019,104861,4.0,0.65,512,1280.0,1280.0,208,448,12
msmarco-passage-trec-dl-2019,104861,4.0,0.65,1024,2560.0,2560.0,416,896,24
msmarco-passage-trec-dl-2019,104861,4.0,0.65,2048,5120.0,5120.0,832,1792,31
msmarco-passage-trec-dl-2019,104861,4.0,0.65,4096,10240.0,10240.0,1664,3584,42
msmarco-passage-trec-dl-2019,104861,4.0,0.65,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.65,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.7,128,320.0,320.0,56,96,1
msmarco-passage-trec-dl-2019,104861,4.0,0.7,256,640.0,640.0,112,192,3
msmarco-passage-trec-dl-2019,104861,4.0,0.7,512,1280.0,1280.0,224,384,12
msmarco-passage-trec-dl-2019,104861,4.0,0.7,1024,2560.0,2560.0,448,768,25
msmarco-passage-trec-dl-2019,104861,4.0,0.7,2048,5120.0,5120.0,896,1536,31
msmarco-passage-trec-dl-2019,104861,4.0,0.7,4096,10240.0,10240.0,1792,3072,42
msmarco-passage-trec-dl-2019,104861,4.0,0.7,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.7,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.75,128,320.0,320.0,60,80,1
msmarco-passage-trec-dl-2019,104861,4.0,0.75,256,640.0,640.0,120,160,4
msmarco-passage-trec-dl-2019,104861,4.0,0.75,512,1280.0,1280.0,240,320,12
msmarco-passage-trec-dl-2019,104861,4.0,0.75,1024,2560.0,2560.0,480,640,25
msmarco-passage-trec-dl-2019,104861,4.0,0.75,2048,5120.0,5120.0,960,1280,31
msmarco-passage-trec-dl-2019,104861,4.0,0.75,4096,10240.0,10240.0,1920,2560,43
msmarco-passage-trec-dl-2019,104861,4.0,0.75,8192,20480.0,20480.0,3870,5000,47
msmarco-passage-trec-dl-2019,104861,4.0,0.75,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.8,128,320.0,319.0,64,63,1
msmarco-passage-trec-dl-2019,104861,4.0,0.8,256,640.0,639.0,128,127,4
msmarco-passage-trec-dl-2019,104861,4.0,0.8,512,1280.0,1279.0,256,255,14
msmarco-passage-trec-dl-2019,104861,4.0,0.8,1024,2560.0,2559.0,512,511,26
msmarco-passage-trec-dl-2019,104861,4.0,0.8,2048,5120.0,5119.0,1024,1023,33
msmarco-passage-trec-dl-2019,104861,4.0,0.8,4096,10240.0,10239.0,2048,2047,45
msmarco-passage-trec-dl-2019,104861,4.0,0.8,8192,20480.0,20479.0,4096,4095,47
msmarco-passage-trec-dl-2019,104861,4.0,0.8,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.85,128,320.0,320.0,68,48,0
msmarco-passage-trec-dl-2019,104861,4.0,0.85,256,640.0,640.0,136,96,3
msmarco-passage-trec-dl-2019,104861,4.0,0.85,512,1280.0,1280.0,272,192,16
msmarco-passage-trec-dl-2019,104861,4.0,0.85,1024,2560.0,2560.0,544,384,28
msmarco-passage-trec-dl-2019,104861,4.0,0.85,2048,5120.0,5120.0,1088,768,34
msmarco-passage-trec-dl-2019,104861,4.0,0.85,4096,10240.0,10240.0,2176,1536,45
msmarco-passage-trec-dl-2019,104861,4.0,0.85,8192,20480.0,20480.0,4352,3072,47
msmarco-passage-trec-dl-2019,104861,4.0,0.85,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.9,128,320.0,319.0,72,31,0
msmarco-passage-trec-dl-2019,104861,4.0,0.9,256,640.0,639.0,144,63,1
msmarco-passage-trec-dl-2019,104861,4.0,0.9,512,1280.0,1279.0,288,127,4
msmarco-passage-trec-dl-2019,104861,4.0,0.9,1024,2560.0,2559.0,576,255,23
msmarco-passage-trec-dl-2019,104861,4.0,0.9,2048,5120.0,5119.0,1152,511,34
msmarco-passage-trec-dl-2019,104861,4.0,0.9,4096,10240.0,10239.0,2304,1023,45
msmarco-passage-trec-dl-2019,104861,4.0,0.9,8192,20480.0,20479.0,4608,2047,47
msmarco-passage-trec-dl-2019,104861,4.0,0.9,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,4.0,0.95,128,320.0,320.0,76,16,0
msmarco-passage-trec-dl-2019,104861,4.0,0.95,256,640.0,640.0,152,32,0
msmarco-passage-trec-dl-2019,104861,4.0,0.95,512,1280.0,1280.0,304,64,1
msmarco-passage-trec-dl-2019,104861,4.0,0.95,1024,2560.0,2560.0,608,128,4
msmarco-passage-trec-dl-2019,104861,4.0,0.95,2048,5120.0,5120.0,1216,256,23
msmarco-passage-trec-dl-2019,104861,4.0,0.95,4096,10240.0,10240.0,2432,512,44
msmarco-passage-trec-dl-2019,104861,4.0,0.95,8192,20480.0,20480.0,4864,1024,57
msmarco-passage-trec-dl-2019,104861,4.0,0.95,10000,25000.0,25000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.05,128,576.0,571.0,3,547,0
msmarco-passage-trec-dl-2019,104861,8.0,0.05,256,1152.0,1150.0,7,1094,0
msmarco-passage-trec-dl-2019,104861,8.0,0.05,512,2304.0,2300.0,14,2188,0
msmarco-passage-trec-dl-2019,104861,8.0,0.05,1024,4608.0,4601.0,28,4377,0
msmarco-passage-trec-dl-2019,104861,8.0,0.05,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.05,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.05,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.05,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.1,128,576.0,574.0,7,518,0
msmarco-passage-trec-dl-2019,104861,8.0,0.1,256,1152.0,1148.0,14,1036,0
msmarco-passage-trec-dl-2019,104861,8.0,0.1,512,2304.0,2297.0,28,2073,0
msmarco-passage-trec-dl-2019,104861,8.0,0.1,1024,4608.0,4603.0,57,4147,1
msmarco-passage-trec-dl-2019,104861,8.0,0.1,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.1,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.1,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.1,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.15,128,576.0,569.0,10,489,0
msmarco-passage-trec-dl-2019,104861,8.0,0.15,256,1152.0,1147.0,21,979,0
msmarco-passage-trec-dl-2019,104861,8.0,0.15,512,2304.0,2302.0,43,1958,0
msmarco-passage-trec-dl-2019,104861,8.0,0.15,1024,4608.0,4604.0,86,3916,3
msmarco-passage-trec-dl-2019,104861,8.0,0.15,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.15,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.15,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.15,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.2,128,576.0,572.0,14,460,0
msmarco-passage-trec-dl-2019,104861,8.0,0.2,256,1152.0,1145.0,28,921,0
msmarco-passage-trec-dl-2019,104861,8.0,0.2,512,2304.0,2299.0,57,1843,1
msmarco-passage-trec-dl-2019,104861,8.0,0.2,1024,4608.0,4606.0,115,3686,3
msmarco-passage-trec-dl-2019,104861,8.0,0.2,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.2,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.2,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.2,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.25,128,576.0,576.0,18,432,0
msmarco-passage-trec-dl-2019,104861,8.0,0.25,256,1152.0,1152.0,36,864,0
msmarco-passage-trec-dl-2019,104861,8.0,0.25,512,2304.0,2304.0,72,1728,2
msmarco-passage-trec-dl-2019,104861,8.0,0.25,1024,4608.0,4608.0,144,3456,6
msmarco-passage-trec-dl-2019,104861,8.0,0.25,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.25,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.25,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.25,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.3,128,576.0,571.0,21,403,0
msmarco-passage-trec-dl-2019,104861,8.0,0.3,256,1152.0,1150.0,43,806,0
msmarco-passage-trec-dl-2019,104861,8.0,0.3,512,2304.0,2300.0,86,1612,3
msmarco-passage-trec-dl-2019,104861,8.0,0.3,1024,4608.0,4601.0,172,3225,8
msmarco-passage-trec-dl-2019,104861,8.0,0.3,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.3,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.3,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.3,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.35,128,576.0,574.0,25,374,0
msmarco-passage-trec-dl-2019,104861,8.0,0.35,256,1152.0,1148.0,50,748,0
msmarco-passage-trec-dl-2019,104861,8.0,0.35,512,2304.0,2297.0,100,1497,3
msmarco-passage-trec-dl-2019,104861,8.0,0.35,1024,4608.0,4603.0,201,2995,11
msmarco-passage-trec-dl-2019,104861,8.0,0.35,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.35,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.35,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.35,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.4,128,576.0,569.0,28,345,0
msmarco-passage-trec-dl-2019,104861,8.0,0.4,256,1152.0,1147.0,57,691,1
msmarco-passage-trec-dl-2019,104861,8.0,0.4,512,2304.0,2302.0,115,1382,3
msmarco-passage-trec-dl-2019,104861,8.0,0.4,1024,4608.0,4604.0,230,2764,12
msmarco-passage-trec-dl-2019,104861,8.0,0.4,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.4,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.4,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.4,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.45,128,576.0,572.0,32,316,0
msmarco-passage-trec-dl-2019,104861,8.0,0.45,256,1152.0,1145.0,64,633,1
msmarco-passage-trec-dl-2019,104861,8.0,0.45,512,2304.0,2299.0,129,1267,4
msmarco-passage-trec-dl-2019,104861,8.0,0.45,1024,4608.0,4606.0,259,2534,14
msmarco-passage-trec-dl-2019,104861,8.0,0.45,2048,9216.0,9216.0,527,5000,27
msmarco-passage-trec-dl-2019,104861,8.0,0.45,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.45,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.45,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.5,128,576.0,576.0,36,288,0
msmarco-passage-trec-dl-2019,104861,8.0,0.5,256,1152.0,1152.0,72,576,2
msmarco-passage-trec-dl-2019,104861,8.0,0.5,512,2304.0,2304.0,144,1152,6
msmarco-passage-trec-dl-2019,104861,8.0,0.5,1024,4608.0,4608.0,288,2304,21
msmarco-passage-trec-dl-2019,104861,8.0,0.5,2048,9216.0,9216.0,576,4608,29
msmarco-passage-trec-dl-2019,104861,8.0,0.5,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.5,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.5,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.55,128,576.0,571.0,39,259,0
msmarco-passage-trec-dl-2019,104861,8.0,0.55,256,1152.0,1150.0,79,518,2
msmarco-passage-trec-dl-2019,104861,8.0,0.55,512,2304.0,2300.0,158,1036,7
msmarco-passage-trec-dl-2019,104861,8.0,0.55,1024,4608.0,4601.0,316,2073,21
msmarco-passage-trec-dl-2019,104861,8.0,0.55,2048,9216.0,9211.0,633,4147,29
msmarco-passage-trec-dl-2019,104861,8.0,0.55,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.55,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.55,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.6,128,576.0,574.0,43,230,0
msmarco-passage-trec-dl-2019,104861,8.0,0.6,256,1152.0,1148.0,86,460,3
msmarco-passage-trec-dl-2019,104861,8.0,0.6,512,2304.0,2297.0,172,921,8
msmarco-passage-trec-dl-2019,104861,8.0,0.6,1024,4608.0,4603.0,345,1843,21
msmarco-passage-trec-dl-2019,104861,8.0,0.6,2048,9216.0,9214.0,691,3686,30
msmarco-passage-trec-dl-2019,104861,8.0,0.6,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.6,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.6,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.65,128,576.0,569.0,46,201,0
msmarco-passage-trec-dl-2019,104861,8.0,0.65,256,1152.0,1147.0,93,403,3
msmarco-passage-trec-dl-2019,104861,8.0,0.65,512,2304.0,2302.0,187,806,10
msmarco-passage-trec-dl-2019,104861,8.0,0.65,1024,4608.0,4604.0,374,1612,23
msmarco-passage-trec-dl-2019,104861,8.0,0.65,2048,9216.0,9209.0,748,3225,31
msmarco-passage-trec-dl-2019,104861,8.0,0.65,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.65,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.65,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.7,128,576.0,572.0,50,172,0
msmarco-passage-trec-dl-2019,104861,8.0,0.7,256,1152.0,1145.0,100,345,3
msmarco-passage-trec-dl-2019,104861,8.0,0.7,512,2304.0,2299.0,201,691,11
msmarco-passage-trec-dl-2019,104861,8.0,0.7,1024,4608.0,4606.0,403,1382,24
msmarco-passage-trec-dl-2019,104861,8.0,0.7,2048,9216.0,9212.0,806,2764,31
msmarco-passage-trec-dl-2019,104861,8.0,0.7,4096,18432.0,18432.0,1679,5000,42
msmarco-passage-trec-dl-2019,104861,8.0,0.7,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.7,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.75,128,576.0,576.0,54,144,0
msmarco-passage-trec-dl-2019,104861,8.0,0.75,256,1152.0,1152.0,108,288,3
msmarco-passage-trec-dl-2019,104861,8.0,0.75,512,2304.0,2304.0,216,576,12
msmarco-passage-trec-dl-2019,104861,8.0,0.75,1024,4608.0,4608.0,432,1152,24
msmarco-passage-trec-dl-2019,104861,8.0,0.75,2048,9216.0,9216.0,864,2304,31
msmarco-passage-trec-dl-2019,104861,8.0,0.75,4096,18432.0,18432.0,1728,4608,42
msmarco-passage-trec-dl-2019,104861,8.0,0.75,8192,36864.0,36864.0,3983,5000,47
msmarco-passage-trec-dl-2019,104861,8.0,0.75,10000,45000.0,45000.0,5000,5000,57
msmarco-passage-trec-dl-2019,104861,8.0,0.8,128,576.0,571.0,57,115,1
msmarco-passage-trec-dl-2019,104861,8.0,0.8,256,1152.0,1150.0,115,230,3
msmarco-passage-trec-dl-2019,104861,8.0,0.8,512,2304.0,2300.0,230,460,12
